คุณภาพน้ำทะเล,ชายฝั่งทะเล,ปี,จำนวน
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดจอมเทียน,2555,330 - 490
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดจอมเทียน,2556,-
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดจอมเทียน,2557,<1 - 315
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดจอมเทียน,2558,79.0 - 540
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    มาบตาพุด,2541,      < 2 - 130
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    มาบตาพุด,2542,"      < 2 - 2,400"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    มาบตาพุด,2543,"        < 2 - 16,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    มาบตาพุด,2544,           4 - 9
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    มาบตาพุด,2545,<2
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    มาบตาพุด,2546,500
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    มาบตาพุด,2547,4
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    มาบตาพุด,2548,< 2
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    มาบตาพุด,2549,< 2 - 4
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    มาบตาพุด,2550,2.0 - 8.0
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    มาบตาพุด,2551,"1.8 - 1,700"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    มาบตาพุด,2552,"<1.8 - 1,600"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    มาบตาพุด,2553,<1.8-170
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    มาบตาพุด,2554,"<1.8 - 35,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    มาบตาพุด,2555,-
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    มาบตาพุด,2556,-
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    มาบตาพุด,2557,<1 - 29.5
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    มาบตาพุด,2558,"2.0 - 9,200"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดแม่รำพึง -  แหลมแม่พิมพ์,2541,      < 2 - 170
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดแม่รำพึง -  แหลมแม่พิมพ์,2542,"      < 2 - >2,400"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดแม่รำพึง -  แหลมแม่พิมพ์,2543,"        < 2 - 2,800"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดแม่รำพึง -  แหลมแม่พิมพ์,2544,           2 - 17
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดแม่รำพึง -  แหลมแม่พิมพ์,2545,<2
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดแม่รำพึง -  แหลมแม่พิมพ์,2546,<2-130
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดแม่รำพึง -  แหลมแม่พิมพ์,2547,"<2-1,100"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดแม่รำพึง -  แหลมแม่พิมพ์,2548,"< 2 - 4,900"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดแม่รำพึง -  แหลมแม่พิมพ์,2549,"< 2 - 1,300"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดแม่รำพึง -  แหลมแม่พิมพ์,2550,2 - 300
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดแม่รำพึง -  แหลมแม่พิมพ์,2551,3.7 - 220
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดแม่รำพึง -  แหลมแม่พิมพ์,2552,<1.8 - 240
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดแม่รำพึง -  แหลมแม่พิมพ์,2553,2.0-63
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดแม่รำพึง -  แหลมแม่พิมพ์,2554,"24 - 2,300"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดแม่รำพึง -  แหลมแม่พิมพ์,2555,"<1.8-2,300"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดแม่รำพึง -  แหลมแม่พิมพ์,2556,<1.8
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดแม่รำพึง -  แหลมแม่พิมพ์,2557,<1 - 9
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดแม่รำพึง -  แหลมแม่พิมพ์,2558,11
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    จันทบุรี - ตราด,2541,"      < 2 - > 16,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    จันทบุรี - ตราด,2542,"        17 - > 2,400"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    จันทบุรี - ตราด,2543,"        < 2 - 1,300"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    จันทบุรี - ตราด,2544,"           2 - 9,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    จันทบุรี - ตราด,2545,"          <2 - 9,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    จันทบุรี - ตราด,2546,"<2-16,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    จันทบุรี - ตราด,2547,"<2-350,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    จันทบุรี - ตราด,2548,"< 2 - 3,300"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    จันทบุรี - ตราด,2549,"< 2 - 49,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    จันทบุรี - ตราด,2550,"2 - 11,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    จันทบุรี - ตราด,2551,"1.8 - 2,400"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    จันทบุรี - ตราด,2552,"<1.8 - 160,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    จันทบุรี - ตราด,2553,"1.8->160,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    จันทบุรี - ตราด,2554,"<1 - >160,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    จันทบุรี - ตราด,2555,"<1.8 -160,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    จันทบุรี - ตราด,2556,"<1.8 - 2,800"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    จันทบุรี - ตราด,2557,"<1 - 4,050"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    จันทบุรี - ตราด,2558,"<1.8 - 3,300"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    ปากน้ำระยอง,2556,34 - 79
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    ปากน้ำระยอง,2557,<1
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    ปากน้ำระยอง,2558,4.5 - 790
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    ปากแม่น้ำประแสร์,2556,"540 - 3,500"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    ปากแม่น้ำประแสร์,2557,<1 - 220
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    ปากแม่น้ำประแสร์,2558,79 - 330
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    ท่าเรือประมง (ตลาดบ้านเพ),2556,<1.8 - 14
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    ท่าเรือประมง (ตลาดบ้านเพ),2557,<1 - 580
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    ท่าเรือประมง (ตลาดบ้านเพ),2558,2.0 - 17
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    แหลมแม่พิมพ์,2557,<1
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    แหลมแม่พิมพ์,2558,130 - 540
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    เพชรบุรี,2541,"      < 2 - 24,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    เพชรบุรี,2542,"          7 - 24,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    เพชรบุรี,2543,"        < 2 - 9,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    เพชรบุรี,2544,"           2 - 9,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    เพชรบุรี,2545,"          <2 - 16,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    เพชรบุรี,2546,"<2-5,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    เพชรบุรี,2547,"< 2-46,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    เพชรบุรี,2548,"< 2 - 35,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    เพชรบุรี,2549,"< 2 - 24,00"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    เพชรบุรี,2550,"2.0 - 5,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    เพชรบุรี,2551,"1.8 - 4,900"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    เพชรบุรี,2552,"<1.8 - 160,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    เพชรบุรี,2553,"<1.8-160,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    เพชรบุรี,2554,"33 - 1,700"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    เพชรบุรี,2555,"230-2,300"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    เพชรบุรี,2556,"49 - 4,600"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    เพชรบุรี,2557,<1 - 380
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    เพชรบุรี,2558,<1.8 - 790
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดชะอำ,2541,"      < 2 - 1,300"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดชะอำ,2542,      < 2 - 540
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดชะอำ,2543,        < 2 - 4
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดชะอำ,2544,           2 - 130
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดชะอำ,2545,2
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดชะอำ,2546,<2
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดชะอำ,2547,< 2-22
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดชะอำ,2548,"< 2 - 1,600"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดชะอำ,2549,< 2 - 240
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดชะอำ,2550,"11.0 - 3,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดชะอำ,2551,1.8 - 540
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดชะอำ,2552,<1.8 - 180
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดชะอำ,2553,<1.8-130
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดชะอำ,2554,"130 - 2,300"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดชะอำ,2555,13-230
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดชะอำ,2556,<1.8 - 130
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดชะอำ,2557,<1 - 9
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดชะอำ,2558,<1.8 - 17
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดหัวหิน,2541,      < 2 - 920
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดหัวหิน,2542,"          2 - 2,400"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดหัวหิน,2543,"        < 2 - 2,400"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดหัวหิน,2544,           2 - 50
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดหัวหิน,2545,          <2 - 34
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดหัวหิน,2546,"<2-16,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดหัวหิน,2547,"<2-2,400"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดหัวหิน,2548,< 2 - 2
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดหัวหิน,2549,"< 2 - 3,100"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดหัวหิน,2550,"2.0 - 1,600"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดหัวหิน,2551,"1.8 - 24,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดหัวหิน,2552,"2 - 160,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดหัวหิน,2553,"2-92,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดหัวหิน,2554,"130 - 7,900"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดหัวหิน,2555,<1.8-490
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดหัวหิน,2556,"4 - 1,300"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดหัวหิน,2557,<1 - 77
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดหัวหิน,2558,"<1.8 - 2,300"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    สุราษฎร์ธานี,2541,"      < 2 - 35,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    สุราษฎร์ธานี,2542,"      < 2 - 2,400"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    สุราษฎร์ธานี,2543,"        < 2 - 16,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    สุราษฎร์ธานี,2544,"           2 - 5,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    สุราษฎร์ธานี,2545,          <2 - 3000
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    สุราษฎร์ธานี,2546,"<2-2,200"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    สุราษฎร์ธานี,2547,"<2-24,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    สุราษฎร์ธานี,2548,"< 2 - 24,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    สุราษฎร์ธานี,2549,"< 2 - 4,900"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    สุราษฎร์ธานี,2551,"1.8 - 92,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    สุราษฎร์ธานี,2552,"<1.8 - 35,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    สุราษฎร์ธานี,2553,"<1.8-35,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    สุราษฎร์ธานี,2554,"16 - 160,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    สุราษฎร์ธานี,2555,"<1.0-3,300"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    สุราษฎร์ธานี,2556,"<1.8 - 3,500"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    สุราษฎร์ธานี,2557,<1 - 515
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    สุราษฎร์ธานี,2558,"<1.8 - 5,400"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    เกาะสมุย,2541,"      < 2 - 1,600"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    เกาะสมุย,2542,"      < 2 - 2,400"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    เกาะสมุย,2543,"        < 2 - 7,010"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    เกาะสมุย,2544,           2 - 170
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    เกาะสมุย,2545,          <2 - 300
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    เกาะสมุย,2546,"<2-16,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    เกาะสมุย,2547,<2-540
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    เกาะสมุย,2548,"< 2 - 24,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    เกาะสมุย,2549,"< 2 - 2,400"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    เกาะสมุย,2551,"1.8 - 22,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    เกาะสมุย,2552,"<1.8 - 54,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    เกาะสมุย,2553,<1.8-240
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    เกาะสมุย,2554,"49 - 17,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    เกาะสมุย,2555,"4.5-2,300"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    เกาะสมุย,2556,<1.8 - 79
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    เกาะสมุย,2557,<1 - 39
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    เกาะสมุย,2558,"<1.8 - 160,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    นครศรีธรรมราช,2541,"      < 2 - 3,300"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    นครศรีธรรมราช,2542,"      < 2 - 2,400"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    นครศรีธรรมราช,2543,"        < 2 - 16,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    นครศรีธรรมราช,2544,         <2 - 500
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    นครศรีธรรมราช,2545,          <2 - 8
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    นครศรีธรรมราช,2546,"<2-1,700"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    นครศรีธรรมราช,2547,"<2-3,500"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    นครศรีธรรมราช,2548,< 2 - 240
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    นครศรีธรรมราช,2549,"< 2 - 24,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    นครศรีธรรมราช,2550,"2.0 - 4,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    นครศรีธรรมราช,2551,"1.8 - 1,600"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    นครศรีธรรมราช,2552,"<1.8 - 5,400"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    นครศรีธรรมราช,2553,"<1.8-3,500"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    นครศรีธรรมราช,2554,"5 - 350,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    นครศรีธรรมราช,2555,"<1.8-4,900"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    นครศรีธรรมราช,2556,"<1.8 - 13,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    นครศรีธรรมราช,2557,<1 - 84
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    นครศรีธรรมราช,2558,"<1.8 - 1,300"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    สงขลา (หาดสมิหลา หาดสทิงพระ),2541,         2 - 17
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    สงขลา (หาดสมิหลา หาดสทิงพระ),2542,      < 2 - 350
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    สงขลา (หาดสมิหลา หาดสทิงพระ),2543,        < 2 - 500
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    สงขลา (หาดสมิหลา หาดสทิงพระ),2544,         <2 - 150
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    สงขลา (หาดสมิหลา หาดสทิงพระ),2545,<2
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    สงขลา (หาดสมิหลา หาดสทิงพระ),2546,<2-20
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    สงขลา (หาดสมิหลา หาดสทิงพระ),2547,<2-43
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    สงขลา (หาดสมิหลา หาดสทิงพระ),2548,< 2 - 240
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    สงขลา (หาดสมิหลา หาดสทิงพระ),2549,< 2 - 13
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    สงขลา (หาดสมิหลา หาดสทิงพระ),2550,2.0 - 4.0
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    สงขลา (หาดสมิหลา หาดสทิงพระ),2551,1.8 - 30.0
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    สงขลา (หาดสมิหลา หาดสทิงพระ),2552,<1.8 - 540
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    สงขลา (หาดสมิหลา หาดสทิงพระ),2553,"<1.8-1,100"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    สงขลา (หาดสมิหลา หาดสทิงพระ),2554,79 - 330
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    สงขลา (หาดสมิหลา หาดสทิงพระ),2555,"<1.8 -2,300"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    สงขลา (หาดสมิหลา หาดสทิงพระ),2556,33 - 130
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    สงขลา (หาดสมิหลา หาดสทิงพระ),2557,<1
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    สงขลา (หาดสมิหลา หาดสทิงพระ),2558,<1.8 - 330
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดป่าตอง,2541,"      < 2 - 3,900"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดป่าตอง,2542,"      < 2 - 2,400"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดป่าตอง,2543,"        < 2 - 2,400"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดป่าตอง,2544,"           7 - 9,000"
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดป่าตอง,2545,          <2 - 2
แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,    หาดป่าตอง,2546,"<3-4,600"
